displayName,joined,points,tier,totalBronzeMedals,totalGoldMedals,totalMedals,totalSilverMedals
Sun'sOutFun'sOut,2013-09-10T20:31:04.093Z,2058.0,expert,2,0,2,0
Dave Luo,2017-01-18T12:32:58.497Z,2058.0,expert,2,0,2,0
Yoon,2013-02-08T18:00:24.093Z,2057.0,expert,1,1,2,0
Jiayue Tong,2016-08-30T12:01:51.703Z,2052.0,expert,2,0,3,1
Raul Rios,2013-06-03T15:42:15.44Z,2051.0,master,1,2,3,0
doge,2014-08-30T19:23:40.91Z,2050.0,master,1,1,2,0
Steiner,2015-03-16T18:01:40.047Z,2050.0,expert,2,0,4,2
Nikolay Evdokimov,2015-11-23T21:54:44.793Z,2050.0,expert,1,0,2,1
Ilya,2011-09-05T16:43:36.29Z,2049.0,expert,4,0,11,7
Frank Sharp,2013-11-07T03:46:00.323Z,2049.0,expert,2,0,3,1
benjo,2015-01-18T11:44:17.517Z,2049.0,expert,2,0,4,2
Zhanpeng Zhang,2013-05-17T03:20:18.497Z,2047.0,expert,1,1,2,0
chuang,2015-05-13T13:50:37.363Z,2046.0,expert,0,0,2,2
grizzli3k,2012-06-19T15:28:27.37Z,2045.0,expert,6,0,6,0
Lesaffrea,2014-12-27T22:22:58.363Z,2044.0,expert,2,0,3,1
Francisco Zamora-Martinez,2013-02-23T15:07:31.897Z,2043.0,master,0,2,3,1
Sergey Kuznetsov,2016-02-06T23:20:18.19Z,2043.0,expert,1,0,2,1
Odair Assis,2015-08-04T12:59:29.373Z,2042.0,expert,1,0,2,1
jeannief,2012-02-15T13:46:15.04Z,2039.0,expert,1,0,2,1
George Fisher,2013-05-27T20:09:20.067Z,2038.0,expert,1,0,2,1
Yu Ran,2014-12-03T07:02:04.687Z,2038.0,expert,2,0,3,1
jyf90,2015-07-29T17:25:37.92Z,2036.0,expert,0,0,2,2
David McGarry,2012-09-08T00:11:26.673Z,2035.0,master,3,1,8,4
Lorewalker Cho,2014-11-05T20:36:11.897Z,2035.0,expert,1,0,4,3
Ivan Chernukha,2015-09-07T19:35:57.267Z,2035.0,expert,2,0,2,0
Nile,2012-12-22T21:52:34.46Z,2032.0,master,0,1,3,2
Cogitae _ Thomas Soumarmon,2016-01-12T14:18:53.02Z,2032.0,expert,2,0,3,1
Pieter,2014-05-20T14:49:28.933Z,2029.0,expert,1,1,2,0
Tiffany Xu,2017-04-24T15:47:59.727Z,2026.0,expert,1,0,2,1
Apex51,2014-10-27T02:03:55.953Z,2024.0,expert,1,0,2,1
tuomas_s,2013-05-09T14:49:14.553Z,2023.0,expert,0,0,2,2
YCSU,2013-06-03T01:15:00.183Z,2020.0,expert,2,0,7,5
Emanuel Christner,2017-02-01T10:45:02.38Z,2017.0,expert,1,0,2,1
Renat Bekbolatov,2014-01-21T17:50:27.057Z,2014.0,master,1,1,4,2
abdesshamm,2016-02-13T12:05:14.11Z,2014.0,expert,1,0,3,2
zeon,2011-06-28T15:40:03.437Z,2008.0,master,0,1,3,2
Peter Klauke,2017-06-15T08:01:30.613Z,2007.0,expert,0,0,2,2
CRD,2014-06-05T18:52:16.417Z,2006.0,expert,1,0,3,2
transplanted_tree,2011-04-16T03:22:22.72Z,2004.0,master,3,1,8,4
Ilya Kuzovkin,2014-02-20T20:17:17.157Z,2004.0,expert,0,1,2,1
Enrique Herreros,2015-05-26T16:56:13.227Z,2003.0,expert,3,0,3,0
TokyoDweller,2012-05-31T11:34:10.95Z,2001.0,expert,0,0,2,2
Enric Corona,2016-01-24T09:07:51.737Z,2000.0,expert,1,0,2,1
kevinhaha,2017-02-13T17:55:33.727Z,2000.0,expert,2,0,2,0
Tobias Wolfanger,2012-12-09T23:09:48.51Z,1996.0,master,0,1,2,1
Matthias Ossadnik,2014-02-14T22:45:54.357Z,1996.0,expert,2,1,3,0
shimo_t,2015-05-09T06:22:41.743Z,1996.0,expert,3,0,4,1
GAN,2017-06-06T04:51:03.167Z,1994.0,expert,2,0,2,0
Ruslan Martimov,2015-11-26T20:10:45.173Z,1993.0,expert,0,0,2,2
Andrey Selivanov,2015-03-28T14:04:22.16Z,1991.0,expert,3,0,4,1
Mircea Neagovici,2015-04-18T18:24:36.407Z,1991.0,expert,1,0,3,2
Saeh,2010-09-22T05:22:40Z,1990.0,expert,9,0,13,4
Benedikt,2015-06-15T12:08:34.24Z,1990.0,master,0,1,2,1
Sébastien Wagener,2015-06-26T11:57:24.42Z,1990.0,master,0,1,2,1
Foxtrot,2011-12-28T20:02:44.123Z,1989.0,master,5,1,10,4
Elliot Dawson,2011-12-25T11:15:40.157Z,1988.0,master,2,1,5,2
Adam Hornsby,2014-09-06T10:36:39.1Z,1985.0,master,1,1,2,0
Shravan Sunkada,2015-06-07T13:38:04.107Z,1978.0,expert,2,0,2,0
Alexander Izvorski,2014-05-14T01:29:58.007Z,1977.0,expert,0,0,2,2
Shuai Hao,2017-11-06T06:57:25.963Z,1977.0,expert,2,0,2,0
Stergios,2013-01-20T19:59:10.467Z,1975.0,expert,3,0,6,3
-- 0 --,2015-04-27T18:08:32.723Z,1975.0,expert,1,0,2,1
Ole Kröger,2015-02-25T12:45:36.207Z,1974.0,expert,1,0,2,1
Tetiana Kudriavtseva,2014-03-01T18:30:35.363Z,1972.0,expert,1,0,2,1
Carlos Fernandez,2014-06-23T10:10:31.117Z,1970.0,master,1,1,4,2
Gabriel F.,2013-08-12T05:36:17.667Z,1969.0,expert,3,0,5,2
C Choo,2013-04-15T08:11:29.657Z,1967.0,expert,4,0,8,4
Eagle's Nest,2013-12-11T00:53:26.007Z,1961.0,expert,5,0,5,0
coco,2018-01-16T13:44:12.433Z,1961.0,expert,2,0,2,0
ab90hi,2011-09-16T11:54:47.917Z,1959.0,expert,2,0,2,0
Matthias Frank,2011-01-21T19:09:01Z,1958.0,expert,3,0,3,0
Malai,2014-11-03T15:40:38.09Z,1957.0,expert,3,0,3,0
YijunMa,2016-02-08T23:13:46.777Z,1955.0,expert,0,0,2,2
Yvan,2012-08-10T12:31:49.83Z,1953.0,expert,1,0,5,4
gingerman | Chris,2013-01-24T21:50:09.477Z,1950.0,expert,2,0,3,1
Gabriel Barello,2014-11-10T19:42:22.37Z,1947.0,expert,1,0,3,2
Aminul,2018-01-22T02:29:57.27Z,1947.0,expert,1,0,2,1
Matfyzak,2013-12-07T16:59:04.647Z,1946.0,expert,2,1,4,1
Nirupam Kar,2016-03-11T15:03:50.57Z,1944.0,expert,2,0,2,0
falcon,2012-04-16T14:57:18.857Z,1943.0,expert,2,0,4,2
amiel meiseles,2013-03-15T16:03:50.547Z,1942.0,expert,1,1,3,1
Lukasz 8000,2011-06-22T22:26:46.697Z,1940.0,master,1,3,6,2
Błażej,2016-08-01T12:09:37.713Z,1937.0,expert,0,1,2,1
Wataru,2016-12-31T13:51:40.937Z,1935.0,expert,2,0,2,0
Yotam Sandbank,2015-02-12T17:37:05.137Z,1933.0,master,0,1,3,2
Niels de Brabander,2015-10-25T12:03:41.32Z,1932.0,expert,1,1,2,0
tamori,2016-03-09T10:00:53.107Z,1931.0,expert,1,0,2,1
Phani kumar,2012-08-11T06:55:19.637Z,1928.0,expert,3,0,4,1
Panisson,2012-07-27T14:52:36.257Z,1927.0,expert,4,0,7,3
Ryan Kiros,2012-02-29T01:08:50.923Z,1924.0,master,1,2,9,6
ÉJLS,2015-02-13T18:31:07.85Z,1924.0,master,0,2,2,0
Alex Auvolat,2015-04-22T17:02:19.61Z,1924.0,master,0,2,2,0
somnath,2016-11-16T12:19:32.873Z,1924.0,expert,1,0,2,1
kuan chen,2015-01-31T14:32:26.943Z,1923.0,expert,3,0,3,0
Tad,2015-11-02T03:28:25.477Z,1921.0,expert,0,0,3,3
Simone,2014-08-28T04:24:05.04Z,1919.0,expert,0,1,2,1
ababa,2017-10-24T06:14:52.963Z,1917.0,expert,2,0,2,0
Nigel,2010-08-22T14:56:24Z,1916.0,expert,2,0,2,0
Martin O'Leary,2011-05-09T17:38:16.937Z,1914.0,master,2,4,8,2
victor_cantor,2012-03-13T10:12:37.067Z,1914.0,expert,2,0,2,0
Yannick,2015-04-25T08:39:26.483Z,1914.0,expert,1,1,3,1
mlearn,2011-08-01T20:40:13.837Z,1913.0,master,1,1,5,3
Grace Zhu,2017-04-22T05:05:27.24Z,1913.0,expert,1,0,2,1
Pikqu,2013-04-15T07:30:05.933Z,1911.0,expert,1,0,4,3
Johannes Ahlmann,2015-02-16T15:24:32.647Z,1911.0,expert,2,0,3,1
Liang Tai,2018-02-09T07:31:21.677Z,1908.0,expert,2,0,2,0
Rob0,2013-06-28T03:02:18.397Z,1906.0,expert,0,1,2,1
Alex Lebedev,2013-02-25T19:15:51.597Z,1903.0,expert,0,1,2,1
Jeeban,2011-12-28T15:47:43.03Z,1902.0,expert,4,0,5,1
Peter Lee,2013-05-16T20:42:00.64Z,1902.0,expert,1,0,2,1
nikkymen,2016-05-07T19:19:25.53Z,1902.0,expert,0,0,2,2
Robin East,2013-02-14T16:57:11.117Z,1901.0,expert,4,0,7,3
Gaston Lenczner,2017-10-12T17:52:24.84Z,1900.0,expert,2,0,2,0
Matteo Franchi,2013-01-08T09:14:10.55Z,1899.0,expert,1,1,3,1
KGFeMan,2014-04-13T14:14:40.703Z,1899.0,expert,1,0,3,2
Eike Dehling,2017-03-10T10:27:32.59Z,1897.0,expert,0,0,2,2
Tim Olsson,2017-06-05T10:25:36.247Z,1895.0,expert,1,0,2,1
Dong Meng,2013-11-05T17:41:19.89Z,1894.0,expert,1,1,2,0
LolaChen,2016-06-29T00:58:21.767Z,1892.0,expert,0,0,3,3
Quan Sun,2010-04-19T04:00:56Z,1886.0,master,3,2,13,8
Nimar,2011-02-19T05:29:37Z,1886.0,expert,1,0,2,1
Hitachi,2013-04-15T02:04:31.347Z,1883.0,master,0,2,2,0
dilzeem,2015-03-16T02:24:58.437Z,1882.0,expert,1,0,2,1
Yuvraj,2015-02-13T09:08:26.397Z,1881.0,expert,3,0,3,0
kymhorsell,2011-08-18T10:22:02.623Z,1880.0,expert,1,0,2,1
征 魏,2013-09-23T15:02:05.56Z,1879.0,expert,1,0,2,1
romil kulshrestha,2014-08-03T13:08:21.83Z,1879.0,expert,2,0,2,0
curiosity,2015-06-13T08:08:01.86Z,1879.0,expert,0,0,2,2
Battleman,2018-03-07T19:39:41.72Z,1879.0,expert,1,0,2,1
seanappler,2013-01-03T16:07:22.947Z,1878.0,expert,2,0,4,2
Huashuai Qu,2013-03-29T19:49:58.28Z,1878.0,expert,3,0,4,1
Rakpong Kittinaradorn,2016-06-30T04:23:30.29Z,1878.0,expert,1,0,2,1
CoolSgd,2013-06-08T08:24:14.853Z,1873.0,expert,2,0,5,3
Thomas Maier,2016-08-06T11:34:57.8Z,1873.0,expert,0,0,2,2
AnqiWang,2016-09-28T10:00:19.2Z,1868.0,expert,2,0,2,0
ikbuzsak,2014-12-04T00:00:32.48Z,1866.0,expert,0,1,2,1
Jeremy Achin,2011-04-10T21:30:06.897Z,1862.0,master,0,5,7,2
Bill S,2012-10-31T19:57:21.423Z,1861.0,expert,2,0,2,0
Alvah,2015-01-06T12:32:12.203Z,1859.0,expert,2,0,3,1
Damir Jajetic,2013-03-15T21:04:16.997Z,1857.0,expert,2,0,11,9
Sloth,2014-12-18T16:44:21.397Z,1857.0,expert,0,1,2,1
kanouske,2011-12-22T09:01:31.363Z,1855.0,expert,1,0,3,2
bilibilibomb,2015-11-14T12:00:44.033Z,1851.0,expert,0,0,2,2
pirasakat,2015-04-03T23:08:23.97Z,1849.0,expert,4,0,5,1
ClareWong,2017-09-27T15:19:03.95Z,1849.0,expert,0,0,2,2
LI Wei,2011-12-04T06:11:57.7Z,1843.0,master,6,1,9,2
Farmár,2012-12-16T14:10:00.35Z,1841.0,master,0,2,2,0
Miroslaw Horbal,2012-10-27T07:59:31.753Z,1840.0,master,4,1,7,2
omgponies,2015-03-18T15:08:13.177Z,1838.0,expert,2,0,4,2
Striderl,2016-12-13T02:53:36.813Z,1834.0,expert,1,0,2,1
stmct,2012-03-01T10:44:28.04Z,1831.0,expert,1,0,2,1
Jetty,2013-10-06T06:02:59.087Z,1831.0,expert,2,0,2,0
zds,2013-07-27T17:20:22.523Z,1826.0,expert,2,0,2,0
Riddle,2014-03-23T19:09:23.423Z,1824.0,expert,1,0,4,3
shappy,2015-05-12T05:15:42.44Z,1824.0,expert,2,0,3,1
GliGli,2016-02-04T09:16:24.773Z,1822.0,expert,0,0,3,3
YYYYYYY,2015-08-17T02:49:43.827Z,1821.0,expert,2,0,2,0
Aleksey Alekseev,2015-11-06T11:21:27.683Z,1821.0,expert,2,0,2,0
Sankalp Upadhyay,2010-07-11T06:33:34Z,1820.0,expert,3,0,6,3
Mayank Jha,2016-07-24T17:10:26.54Z,1817.0,expert,1,0,2,1
Andrei Olariu,2012-03-20T10:58:12.437Z,1816.0,master,0,3,4,1
C2H6,2016-10-10T02:03:55.93Z,1815.0,expert,2,0,2,0
Bonny,2016-10-07T08:02:04.903Z,1812.0,expert,1,0,2,1
Paul Duan,2012-06-03T22:59:18.2Z,1810.0,master,1,3,5,1
JWANG,2011-06-20T19:09:42.707Z,1809.0,expert,1,0,5,4
maglas,2012-10-13T13:23:40.163Z,1809.0,expert,1,0,5,4
Yiyun Chen,2015-12-15T22:52:15.453Z,1807.0,expert,0,0,2,2
Ivan Lobov,2014-06-21T09:14:30.567Z,1801.0,expert,1,0,4,3
Simon,2015-09-16T21:05:27.12Z,1801.0,expert,0,0,2,2
StatMach,2015-05-06T06:20:15.507Z,1799.0,expert,1,0,5,4
Vinod Sundaram,2015-11-09T08:55:16.267Z,1799.0,expert,1,0,2,1
wlpdlut,2015-04-14T05:40:33.77Z,1798.0,expert,2,0,3,1
Mykhailo Matviiv,2017-08-20T23:11:27.84Z,1798.0,expert,2,0,2,0
Artur Ispiriants,2017-09-22T20:50:34.253Z,1798.0,expert,2,0,2,0
Dmitry,2013-04-23T14:58:02.357Z,1797.0,expert,0,0,3,3
Patrick Ford,2014-07-09T16:35:00.41Z,1797.0,expert,0,0,3,3
HelloWorld,2013-07-06T08:45:13.977Z,1796.0,master,1,1,3,1
PoolNightBill,2012-11-02T03:18:30.223Z,1794.0,master,0,1,3,2
IvoSilva,2016-05-04T09:19:31.797Z,1793.0,expert,1,0,2,1
David Vogel,2010-07-26T06:27:27Z,1792.0,master,0,1,3,2
seewaters,2014-08-22T21:35:59.963Z,1790.0,master,0,1,2,1
SergF,2015-09-12T15:40:45.47Z,1790.0,expert,1,0,2,1
TT,2013-02-20T12:16:52.827Z,1785.0,expert,2,0,2,0
Paulo Felipe,2015-06-11T15:22:54.657Z,1782.0,expert,0,0,2,2
ilyaaln,2013-09-17T12:38:09.14Z,1779.0,expert,3,0,3,0
Yannis Sismanis,2010-08-04T22:37:19Z,1778.0,master,1,4,7,2
MAIZA,2014-12-24T18:16:55.117Z,1778.0,expert,1,0,2,1
Ohad Zadok,2015-01-06T16:23:25.227Z,1776.0,expert,2,0,3,1
EZENG,2018-01-11T00:10:08.3Z,1776.0,expert,2,0,3,1
j_scheibel,2011-12-18T20:11:34.123Z,1773.0,expert,4,0,6,2
ThierryS,2012-08-06T02:04:40.517Z,1772.0,expert,5,0,6,1
Yao Pan,2017-03-15T18:29:03.477Z,1772.0,expert,1,0,2,1
Misguided Dolphin,2015-06-12T04:26:21.15Z,1770.0,expert,0,0,3,3
elpidiofilho,2015-09-30T05:09:38.217Z,1770.0,expert,0,0,2,2
Matthias Dorfer,2014-02-12T13:33:50.457Z,1767.0,expert,0,0,2,2
dingxianghu,2016-07-11T07:21:24.977Z,1767.0,expert,2,0,2,0
shiyi001,2017-02-16T08:56:01.107Z,1767.0,expert,0,0,2,2
DeSpurious,2015-03-28T01:18:43.19Z,1765.0,expert,2,0,2,0
Oleg Medvedev,2016-06-15T01:05:43.23Z,1764.0,expert,1,0,2,1
SD_564,2014-11-06T13:23:26.27Z,1763.0,expert,1,0,2,1
Etienne Herlaut,2017-03-28T07:05:35.48Z,1762.0,expert,1,0,2,1
Carlos Oliveira,2014-06-17T20:09:14.507Z,1760.0,expert,1,0,2,1
davenger,2015-10-04T19:14:46.24Z,1758.0,expert,2,0,3,1
Siddha,2013-05-03T11:50:21.8Z,1757.0,expert,2,0,2,0
Minnilyn,2014-10-14T01:45:33.423Z,1756.0,expert,1,0,2,1
Vautrin,2010-11-27T00:36:19Z,1754.0,expert,3,0,3,0
MayLee,2016-02-29T07:23:35.42Z,1754.0,expert,1,0,2,1
Moritz Boos,2014-09-26T09:38:05.833Z,1753.0,expert,1,0,2,1
FrankHerfert,2016-05-21T19:37:37.317Z,1751.0,expert,3,0,3,0
dpace,2015-05-14T15:09:33.507Z,1750.0,expert,0,0,2,2
YujanShrestha,2017-01-18T20:21:54.84Z,1745.0,expert,0,0,2,2
JonathanKChang,2015-06-20T02:50:31.623Z,1740.0,master,0,1,2,1
RenzhiWu,2016-11-14T21:34:55.493Z,1740.0,expert,1,0,2,1
Kirill Makukhin,2012-11-05T11:03:41.65Z,1736.0,expert,1,0,2,1
Kamil Dębowski,2014-11-24T22:40:31.567Z,1736.0,expert,0,1,2,1
Scorpion,2013-10-18T16:34:16.68Z,1734.0,expert,1,0,4,3
Mads Dabros,2012-09-12T13:47:41.983Z,1733.0,expert,3,0,3,0
Sicko Cell,2016-09-26T17:32:02.85Z,1730.0,expert,1,0,2,1
Optimo,2014-04-25T13:57:25.177Z,1727.0,expert,2,0,2,0
BitterIsland07,2015-09-11T08:38:41.667Z,1727.0,expert,2,0,2,0
jsmalletz,2013-03-20T20:22:28.84Z,1725.0,expert,2,0,2,0
Nikolay  Popov,2014-09-14T16:47:44.76Z,1725.0,expert,1,0,2,1
Abhi,2015-12-30T17:19:34.537Z,1725.0,expert,0,0,3,3
Long Tran,2017-02-04T09:01:40.61Z,1723.0,expert,1,0,3,2
Baptiste Pigaux,2011-10-28T08:35:23.103Z,1721.0,master,1,1,4,2
Niko,2014-11-26T11:11:11.653Z,1721.0,expert,1,0,2,1
Mudit,2013-09-23T09:00:52.683Z,1720.0,expert,2,0,2,0
xiong,2016-10-21T12:07:36.113Z,1718.0,expert,2,0,2,0
JonathanSlomka,2015-03-25T14:17:38.117Z,1716.0,expert,2,0,2,0
tai tai,2015-01-18T18:59:44.947Z,1714.0,expert,1,1,2,0
George Ciobanu,2012-06-09T12:28:58.017Z,1713.0,master,1,2,6,3
lenguyenthedat,2012-06-11T08:04:51.06Z,1712.0,master,0,1,3,2
MelvinDunn,2015-04-13T20:05:55.167Z,1712.0,expert,2,0,2,0
h-wit,2015-09-10T17:20:43.507Z,1709.0,expert,1,0,3,2
Emilio G. Ortiz-García,2012-06-11T13:10:55.077Z,1708.0,master,0,2,7,5
r0u1i,2012-01-27T22:01:31.597Z,1705.0,master,0,3,5,2
AI_JOE,2015-09-17T13:50:22.23Z,1704.0,expert,0,0,2,2
Anatolii Veligdan,2015-10-18T12:03:35.09Z,1704.0,expert,2,0,2,0
Paul Covington,2012-10-19T18:28:31.577Z,1703.0,master,2,1,8,5
malotru,2015-07-12T13:35:47.147Z,1703.0,expert,1,0,2,1
thomas rost,2011-11-08T13:57:07.87Z,1701.0,master,2,3,9,4
Fly_Under_Radar,2015-01-27T06:00:01.743Z,1701.0,expert,2,0,2,0
katarzynaf,2016-07-06T10:41:38.477Z,1701.0,expert,1,0,3,2
LenG,2012-06-08T18:46:34.873Z,1700.0,expert,2,0,2,0
Jamie Sherrah,2011-12-17T11:06:54.257Z,1698.0,expert,2,0,4,2
Shiva,2013-08-14T09:04:38.157Z,1697.0,expert,1,0,2,1
Max,2014-08-20T14:12:24.553Z,1697.0,expert,2,0,3,1
Nina Chen,2015-08-16T05:57:55.497Z,1696.0,expert,0,0,2,2
zenon,2014-05-10T13:55:04.403Z,1694.0,expert,2,0,4,2
OttoP,2014-03-04T12:18:03.003Z,1692.0,expert,2,0,4,2
juniorcompressor,2016-01-18T13:08:14.073Z,1692.0,expert,0,0,2,2
Teracrator,2014-08-05T19:14:54.527Z,1691.0,expert,0,0,2,2
sara83,2016-09-09T09:46:52.197Z,1691.0,expert,3,0,3,0
typedef,2011-10-04T11:42:54.867Z,1690.0,master,1,1,2,0
Andrew Beam,2012-07-28T17:07:35.657Z,1689.0,expert,5,0,7,2
Solstice,2013-08-20T02:35:28.367Z,1689.0,expert,2,0,2,0
bmax,2013-04-21T09:45:28.21Z,1687.0,master,2,1,5,2
PowerupStat,2014-08-04T23:08:45.49Z,1687.0,expert,3,0,3,0
YLeF,2014-12-01T21:25:42.183Z,1687.0,expert,1,1,2,0
hitchpy,2013-11-17T18:10:37.843Z,1685.0,expert,4,0,4,0
Akasyanama,2015-08-22T08:09:54.203Z,1684.0,expert,2,0,2,0
0.234,2015-11-06T23:47:39.283Z,1684.0,expert,1,0,2,1
Rangel Dokov,2012-11-05T17:31:26.477Z,1683.0,master,3,1,6,2
jmbeck,2012-12-05T02:18:02.2Z,1683.0,expert,1,0,2,1
nalin,2013-02-24T07:55:04.58Z,1683.0,expert,1,0,3,2
Stephen Von Worley,2013-12-03T19:26:11.737Z,1683.0,master,0,1,2,1
Tony Liu,2011-01-25T17:30:49Z,1680.0,master,4,1,9,4
lucas weissert,2014-11-03T10:58:44.43Z,1679.0,expert,2,0,2,0
Wenhua Yu,2017-03-01T22:34:14.487Z,1679.0,expert,0,0,3,3
JNBr,2014-11-29T14:30:20.397Z,1677.0,expert,1,1,3,1
Tim Dettmers,2012-11-10T17:48:24.923Z,1676.0,expert,1,1,3,1
Xianghang Liu,2014-01-04T02:03:00.71Z,1675.0,expert,2,0,2,0
Manoj Kumar,2015-10-16T11:42:35.633Z,1675.0,expert,2,0,2,0
Katherin Yu,2014-04-01T00:02:05.067Z,1674.0,expert,1,0,2,1
Anaconda,2011-07-13T15:17:43.257Z,1673.0,master,8,2,13,3
Alex,2014-01-02T15:55:32.81Z,1673.0,expert,2,0,2,0
"Neil Schneider, FSA",2011-04-04T15:52:24.603Z,1672.0,grandmaster,1,7,12,4
satacroteam,2015-07-13T09:30:08.957Z,1671.0,expert,2,0,2,0
JJS,2011-01-26T10:15:14Z,1669.0,expert,3,0,4,1
PP,2014-11-16T13:04:11.61Z,1669.0,expert,0,0,2,2
Count Blah,2015-06-12T13:19:46.353Z,1669.0,expert,0,0,2,2
RefikCanMalli,2015-08-18T20:20:12.303Z,1669.0,expert,2,0,2,0
CherryPick,2016-07-03T16:46:08.607Z,1669.0,expert,0,0,2,2
Hrishikesh Kumar,2012-11-04T17:21:41.647Z,1668.0,expert,4,0,5,1
Eric Telliez,2015-05-01T21:47:33.497Z,1666.0,expert,1,0,3,2
Blacksou,2011-04-05T09:21:40.023Z,1665.0,expert,0,0,3,3
George Mohler,2012-07-29T19:47:01.333Z,1664.0,master,1,1,5,3
Gregory Matchado,2012-07-27T13:19:29.337Z,1661.0,expert,4,0,4,0
Vladimir Nikolaev,2014-07-07T20:46:09.897Z,1660.0,expert,2,0,4,2
George Zhao,2012-02-23T05:43:25.357Z,1655.0,master,1,1,5,3
Jose Jimenez,2014-07-08T23:12:45.14Z,1655.0,expert,2,0,2,0
RG,2013-02-17T01:09:40.82Z,1652.0,expert,1,0,3,2
mndrake,2014-02-23T00:04:43.497Z,1652.0,expert,1,0,2,1
xxlll35xx,2012-05-16T18:46:00.463Z,1651.0,expert,2,0,2,0
cheng chen,2013-10-02T23:37:54.667Z,1650.0,master,0,2,2,0
Ryan McCaffrey,2014-08-19T01:26:45.07Z,1650.0,expert,1,0,2,1
AbhijeetSG,2016-01-26T20:46:09.777Z,1650.0,expert,1,0,2,1
janewang,2016-10-19T21:11:44.017Z,1650.0,expert,1,0,2,1
NoviceDL,2016-10-15T14:03:27.977Z,1647.0,expert,2,0,2,0
Karachun Michael,2015-07-26T14:16:01.897Z,1646.0,expert,2,0,4,2
IsaacMcKillen-Godfried,2015-11-02T02:23:26.877Z,1644.0,expert,3,0,3,0
Igor Bobriakov,2012-10-16T14:31:21.86Z,1642.0,expert,2,0,2,0
wang liang,2016-05-16T03:38:10.533Z,1641.0,expert,1,0,2,1
Cyril Ferdynus,2015-02-17T19:24:48.043Z,1638.0,expert,2,0,2,0
Rafal Jozefowicz,2014-01-19T22:59:54.253Z,1637.0,master,1,2,4,1
Dongsun Moon,2015-12-15T16:05:21.113Z,1637.0,expert,2,0,3,1
Kevin Kirchhoff,2016-04-15T18:29:50.26Z,1637.0,expert,1,0,2,1
Patrick Hall,2012-07-19T13:26:02.86Z,1636.0,expert,1,0,2,1
Mary Louie,2014-07-16T20:44:19.04Z,1635.0,master,0,1,2,1
Rasim Akhunzyanov,2014-11-12T06:40:36.71Z,1632.0,expert,2,0,3,1
Takashi Kobayashi,2017-03-03T06:49:25.077Z,1632.0,expert,1,0,2,1
Andrew Carter,2010-04-13T08:55:08Z,1631.0,expert,4,0,5,1
DanH,2012-12-14T14:34:05.037Z,1631.0,expert,4,1,5,0
SB,2015-03-18T00:55:27.59Z,1631.0,expert,3,0,3,0
Hao The Cabbage,2015-04-16T19:20:31.097Z,1631.0,expert,1,0,2,1
Wengyp,2017-12-19T13:49:35.42Z,1631.0,expert,1,0,2,1
ekamioka,2015-04-29T21:15:03.45Z,1628.0,expert,2,0,2,0
Garnieje,2013-05-31T23:31:46.88Z,1627.0,expert,1,0,4,3
jenny,2017-01-25T07:07:46.897Z,1627.0,expert,2,0,3,1
phunter,2013-06-18T00:00:30.623Z,1625.0,expert,2,0,4,2
Takayuki  Kawabata,2014-10-31T08:17:56.74Z,1623.0,expert,2,0,3,1
aboul,2011-09-29T18:59:58.97Z,1622.0,expert,3,0,3,0
Nikolay Beznosov,2016-12-03T20:22:00.35Z,1621.0,expert,1,0,2,1
Will,2017-08-14T09:08:41.27Z,1619.0,expert,2,0,2,0
Rob,2014-04-28T10:00:51.07Z,1617.0,expert,0,0,3,3
"Stuart McCroden, ASA CERA",2014-08-21T20:03:55.527Z,1614.0,expert,2,0,2,0
Meng Li,2015-08-14T19:46:46.36Z,1614.0,expert,1,0,2,1
barrack_d,2013-11-22T15:06:33.533Z,1613.0,master,0,1,2,1
Quantum Leap,2012-08-23T19:05:44.593Z,1610.0,master,4,1,7,2
OverfitterScientist,2015-02-10T22:05:52.323Z,1609.0,expert,2,0,2,0
Christophe Bourgoin,2012-10-25T12:30:50.187Z,1608.0,expert,4,0,5,1
nsaha,2015-04-07T12:40:19.503Z,1608.0,expert,3,0,4,1
Tim Riggins,2016-11-07T07:43:30.383Z,1608.0,expert,2,0,2,0
John Martinez,2012-11-28T04:51:22.737Z,1607.0,expert,1,0,2,1
Fenix Lin,2015-04-18T03:08:07.057Z,1600.0,expert,0,0,2,2
Ali Hassaïne,2011-01-08T07:50:27Z,1596.0,master,5,2,11,4
NotaAaTuner,2016-03-29T14:56:04.987Z,1593.0,expert,1,0,2,1
germayne,2016-12-01T10:08:57.983Z,1593.0,expert,2,0,3,1
m4rc00,2015-05-02T23:46:11.487Z,1592.0,expert,1,0,3,2
Chao Xu,2015-02-23T06:11:36.29Z,1589.0,expert,1,0,2,1
Ashish Das,2015-02-26T06:05:45.817Z,1589.0,expert,1,0,2,1
Louis Foucard,2015-09-13T01:22:31.29Z,1589.0,expert,0,0,2,2
Peter Prettenhofer,2010-09-22T18:59:14Z,1586.0,master,1,4,6,1
Victor Mayrink,2015-01-19T16:25:14.15Z,1583.0,expert,2,0,3,1
domie,2015-03-15T18:23:03.84Z,1583.0,expert,2,0,2,0
Iair Kleiman,2015-07-08T15:51:23.793Z,1583.0,expert,2,0,2,0
Peter Csizsek,2014-02-12T21:38:49.657Z,1582.0,expert,2,0,2,0
cornholio1911,2016-09-19T12:59:21.757Z,1579.0,expert,1,0,2,1
